params,acc
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'log-reg'}",0.32211538461538464
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'log-reg'}",0.65625
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'log-reg'}",0.34375
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'log-reg'}",0.6995192307692307
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'log-reg'}",0.3605769230769231
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'log-reg'}",0.6538461538461539
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'log-reg'}",0.33413461538461536
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'log-reg'}",0.6875
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'log-reg'}",0.3918269230769231
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'svm'}",0.6057692307692307
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'svm'}",0.28125
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'svm'}",0.6009615384615384
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'svm'}",0.28846153846153844
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'svm'}",0.6322115384615384
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'svm'}",0.2980769230769231
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'svm'}",0.6057692307692307
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'svm'}",0.27884615384615385
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'svm'}",0.6394230769230769
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'svm'}",0.29086538461538464
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'svm'}",0.59375
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'svm'}",0.2764423076923077
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'svm'}",0.6105769230769231
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'svm'}",0.2932692307692308
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'svm'}",0.6057692307692307
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'svm'}",0.28365384615384615
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'svm'}",0.6153846153846154
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'svm'}",0.3004807692307692
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'svm'}",0.625
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'svm'}",0.29086538461538464
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'svm'}",0.6201923076923077
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'svm'}",0.2956730769230769
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'svm'}",0.6274038461538461
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'svm'}",0.29086538461538464
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'svm'}",0.6177884615384616
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'svm'}",0.29086538461538464
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'svm'}",0.6129807692307693
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'svm'}",0.2764423076923077
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'svm'}",0.6274038461538461
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'svm'}",0.29086538461538464
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'svm'}",0.59375
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'svm'}",0.27163461538461536
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-log-reg'}",0.6802884615384616
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-log-reg'}",0.3605769230769231
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-log-reg'}",0.7043269230769231
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-log-reg'}",0.40384615384615385
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-log-reg'}",0.6610576923076923
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-log-reg'}",0.3557692307692308
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-log-reg'}",0.6947115384615384
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-log-reg'}",0.4014423076923077
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-log-reg'}",0.6778846153846154
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-log-reg'}",0.34615384615384615
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-log-reg'}",0.7043269230769231
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-log-reg'}",0.3870192307692308
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-log-reg'}",0.6802884615384616
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-log-reg'}",0.3629807692307692
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-log-reg'}",0.6899038461538461
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-log-reg'}",0.3942307692307692
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-log-reg'}",0.6610576923076923
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-log-reg'}",0.3581730769230769
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-log-reg'}",0.6850961538461539
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-log-reg'}",0.35336538461538464
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-log-reg'}",0.6634615384615384
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-log-reg'}",0.3701923076923077
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-log-reg'}",0.6850961538461539
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-log-reg'}",0.36538461538461536
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-log-reg'}",0.6442307692307693
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-log-reg'}",0.34134615384615385
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-log-reg'}",0.7043269230769231
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-log-reg'}",0.37740384615384615
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-log-reg'}",0.6730769230769231
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-log-reg'}",0.34375
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-log-reg'}",0.7019230769230769
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-log-reg'}",0.38461538461538464
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-ridge'}",0.5048076923076923
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-ridge'}",0.2668269230769231
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-ridge'}",0.5144230769230769
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-ridge'}",0.2932692307692308
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-ridge'}",0.5168269230769231
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-ridge'}",0.2860576923076923
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-ridge'}",0.47596153846153844
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.1, 'predict_method': 'cv-ridge'}",0.2860576923076923
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-ridge'}",0.5120192307692307
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-ridge'}",0.3245192307692308
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-ridge'}",0.5336538461538461
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-ridge'}",0.2644230769230769
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-ridge'}",0.5288461538461539
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-ridge'}",0.2932692307692308
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-ridge'}",0.49759615384615385
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.2, 'predict_method': 'cv-ridge'}",0.25721153846153844
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-ridge'}",0.49759615384615385
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-ridge'}",0.2548076923076923
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-ridge'}",0.4567307692307692
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-ridge'}",0.27163461538461536
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-ridge'}",0.5048076923076923
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-ridge'}",0.28365384615384615
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-ridge'}",0.5120192307692307
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.3, 'predict_method': 'cv-ridge'}",0.2644230769230769
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-ridge'}",0.5264423076923077
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-ridge'}",0.29086538461538464
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-ridge'}",0.5264423076923077
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': False, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-ridge'}",0.25
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-ridge'}",0.5120192307692307
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 1024, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-ridge'}",0.2668269230769231
"{'extract_method': 'sift', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-ridge'}",0.4831730769230769
"{'extract_method': 'orb', 'mapping_method': 'minibatch_kmeans', 'mapping_batch_size': 512, 'mapping_num_features': 2048, 'mapping_dropout': True, 'mapping_dropout_rate': 0.4, 'predict_method': 'cv-ridge'}",0.25961538461538464
